Starting_Balance,Monthly_Income,Avg_Daily_Spend,Cashback_Received,Bill_Payments_This_Month,Num_Transactions,High_Value_Spend_Flag,Top_3_Spend_Categories,Wallet_Refills,Has_Credit_Linked,Has_Spend_Limit_Set,Avg_Spend_Per_Category,Days_Until_Min_Balance
5434.0,47048.0,917.0,428.0,1.0,19.0,1,"Other,Entertainment,Groceries",2.0,1,0,"{'Food': 516, 'Shopping': 445, 'Travel': 764, 'Bills': 400, 'Groceries': 343, 'Entertainment': 890, 'Other': 171}",30
11006.0,36234.0,441.0,0.0,2.0,23.0,1,"Bills,Entertainment,Travel",4.0,0,1,"{'Food': 413, 'Shopping': 108, 'Travel': 75, 'Bills': 306, 'Groceries': 351, 'Entertainment': 39, 'Other': 111}",30
11943.0,14740.0,1877.0,240.0,1.0,18.0,0,"Food,Other,Shopping",0.0,0,0,"{'Food': 1146, 'Shopping': 255, 'Travel': 142, 'Bills': 44, 'Groceries': 1316, 'Entertainment': 1369, 'Other': 587}",13
2557.0,43005.0,348.0,0.0,2.0,23.0,1,"Entertainment,Travel,Food",1.0,0,0,"{'Food': 91, 'Shopping': 137, 'Travel': 73, 'Bills': 241, 'Groceries': 55, 'Entertainment': 273, 'Other': 13}",30
12152.0,27040.0,1800.0,477.0,1.0,25.0,0,"Other,Groceries,Travel",4.0,0,0,"{'Food': 942, 'Shopping': 1368, 'Travel': 927, 'Bills': 1078, 'Groceries': 1051, 'Entertainment': 1674, 'Other': 1638}",19
17365.0,29179.0,1266.0,37.0,6.0,15.0,0,"Shopping,Entertainment,Bills",1.0,0,0,"{'Food': 331, 'Shopping': 85, 'Travel': 533, 'Bills': 125, 'Groceries': 352, 'Entertainment': 775, 'Other': 833}",30
15455.0,48609.0,827.0,0.0,0.0,22.0,0,"Food,Other,Bills",3.0,1,0,"{'Food': 560, 'Shopping': 38, 'Travel': 98, 'Bills': 504, 'Groceries': 153, 'Entertainment': 368, 'Other': 562}",30
18174.0,45907.0,573.0,58.0,2.0,14.0,0,"Bills,Groceries,Travel",4.0,0,0,"{'Food': 481, 'Shopping': 54, 'Travel': 503, 'Bills': 1, 'Groceries': 165, 'Entertainment': 185, 'Other': 30}",30
10925.0,5188.0,466.0,0.0,3.0,20.0,1,"Groceries,Travel,Food",3.0,0,0,"{'Food': 53, 'Shopping': 150, 'Travel': 258, 'Bills': 283, 'Groceries': 344, 'Entertainment': 152, 'Other': 317}",29
2140.0,8160.0,635.0,0.0,1.0,30.0,0,"Shopping,Groceries,Travel",1.0,0,0,"{'Food': 566, 'Shopping': 350, 'Travel': 292, 'Bills': 129, 'Groceries': 632, 'Entertainment': 160, 'Other': 315}",14
11924.0,39758.0,858.0,0.0,1.0,23.0,1,"Groceries,Entertainment,Bills",1.0,1,1,"{'Food': 159, 'Shopping': 332, 'Travel': 591, 'Bills': 785, 'Groceries': 152, 'Entertainment': 207, 'Other': 394}",30
6179.0,12181.0,1736.0,491.0,0.0,28.0,0,"Travel,Other,Shopping",2.0,0,1,"{'Food': 594, 'Shopping': 1284, 'Travel': 441, 'Bills': 844, 'Groceries': 316, 'Entertainment': 693, 'Other': 1602}",9
2502.0,11561.0,1153.0,0.0,0.0,21.0,0,"Entertainment,Other,Bills",3.0,0,0,"{'Food': 576, 'Shopping': 389, 'Travel': 674, 'Bills': 884, 'Groceries': 755, 'Entertainment': 213, 'Other': 880}",10
14989.0,15371.0,1747.0,0.0,3.0,25.0,1,"Entertainment,Travel,Bills",0.0,0,0,"{'Food': 397, 'Shopping': 474, 'Travel': 1301, 'Bills': 1668, 'Groceries': 1359, 'Entertainment': 1518, 'Other': 715}",13
14426.0,14814.0,1133.0,363.0,1.0,24.0,0,"Travel,Shopping,Groceries",4.0,1,0,"{'Food': 820, 'Shopping': 910, 'Travel': 785, 'Bills': 656, 'Groceries': 524, 'Entertainment': 165, 'Other': 463}",24
-3438.0,32252.0,1486.0,0.0,3.0,19.0,0,"Food,Other,Bills",4.0,0,0,"{'Food': 125, 'Shopping': 445, 'Travel': 76, 'Bills': 837, 'Groceries': 68, 'Entertainment': 106, 'Other': 898}",18
12753.0,20678.0,121.0,178.0,0.0,18.0,0,"Entertainment,Other,Food",2.0,0,1,"{'Food': 107, 'Shopping': 33, 'Travel': 54, 'Bills': 1, 'Groceries': 78, 'Entertainment': 109, 'Other': 59}",30
10872.0,3874.0,213.0,83.0,2.0,22.0,1,"Bills,Shopping,Travel",2.0,1,1,"{'Food': 110, 'Shopping': 24, 'Travel': 211, 'Bills': 199, 'Groceries': 95, 'Entertainment': 126, 'Other': 177}",30
7400.0,,393.0,0.0,1.0,18.0,1,"Groceries,Entertainment,Travel",2.0,1,1,"{'Food': 161, 'Shopping': 265, 'Travel': 145, 'Bills': 365, 'Groceries': 246, 'Entertainment': 99, 'Other': 375}",30
14449.0,34911.0,285.0,0.0,2.0,13.0,0,"Travel,Groceries,Shopping",0.0,0,1,"{'Food': 88, 'Shopping': 170, 'Travel': 118, 'Bills': 215, 'Groceries': 2, 'Entertainment': 227, 'Other': 31}",30
9897.0,6402.0,957.0,0.0,7.0,17.0,0,"Entertainment,Food,Bills",4.0,0,0,"{'Food': 644, 'Shopping': 567, 'Travel': 271, 'Bills': 800, 'Groceries': 925, 'Entertainment': 530, 'Other': 352}",14
1432.0,41750.0,273.0,0.0,3.0,15.0,1,"Groceries,Shopping,Entertainment",1.0,0,0,"{'Food': 93, 'Shopping': 75, 'Travel': 171, 'Bills': 171, 'Groceries': 132, 'Entertainment': 234, 'Other': 20}",30
10895.0,22484.0,263.0,0.0,2.0,20.0,1,"Entertainment,Groceries,Other",3.0,0,0,"{'Food': 168, 'Shopping': 259, 'Travel': 35, 'Bills': 209, 'Groceries': 225, 'Entertainment': 202, 'Other': 83}",30
17478.0,45153.0,1254.0,0.0,2.0,17.0,0,"Food,Entertainment,Other",0.0,0,0,"{'Food': 741, 'Shopping': 435, 'Travel': 765, 'Bills': 868, 'Groceries': 1048, 'Entertainment': 166, 'Other': 865}",30
9690.0,35088.0,200.0,0.0,1.0,14.0,1,"Bills,Food,Other",0.0,0,0,"{'Food': 173, 'Shopping': 198, 'Travel': 172, 'Bills': 82, 'Groceries': 127, 'Entertainment': 66, 'Other': 17}",30
10621.0,5615.0,602.0,0.0,0.0,16.0,0,"Food,Shopping,Groceries",2.0,0,0,"{'Food': 497, 'Shopping': 63, 'Travel': 477, 'Bills': 15, 'Groceries': 175, 'Entertainment': 390, 'Other': 78}",25
14919.0,47445.0,1760.0,0.0,0.0,20.0,0,"Entertainment,Travel,Bills",3.0,0,0,"{'Food': 920, 'Shopping': 1320, 'Travel': 1389, 'Bills': 860, 'Groceries': 1039, 'Entertainment': 155, 'Other': 1031}",30
16031.0,31330.0,166.0,0.0,0.0,19.0,0,"Food,Entertainment,Shopping",,0,0,"{'Food': 87, 'Shopping': 87, 'Travel': 109, 'Bills': 107, 'Groceries': 161, 'Entertainment': 16, 'Other': 121}",30
10049.0,41909.0,1673.0,453.0,1.0,14.0,0,"Travel,Groceries,Other",1.0,0,1,"{'Food': 557, 'Shopping': 72, 'Travel': 1524, 'Bills': 1635, 'Groceries': 361, 'Entertainment': 651, 'Other': 663}",29
13137.0,2207.0,920.0,0.0,2.0,28.0,0,"Food,Entertainment,Travel",3.0,0,1,"{'Food': 425, 'Shopping': 764, 'Travel': 105, 'Bills': 293, 'Groceries': 235, 'Entertainment': 319, 'Other': 356}",15
2421.0,23659.0,1379.0,92.0,2.0,21.0,0,"Entertainment,Other,Shopping",2.0,1,0,"{'Food': 504, 'Shopping': 1134, 'Travel': 161, 'Bills': 1134, 'Groceries': 1092, 'Entertainment': 1277, 'Other': 97}",16
15863.0,36349.0,535.0,0.0,2.0,22.0,0,"Travel,Shopping,Groceries",1.0,0,1,"{'Food': 216, 'Shopping': 505, 'Travel': 313, 'Bills': 338, 'Groceries': 371, 'Entertainment': 214, 'Other': 100}",30
11338.0,9061.0,1888.0,0.0,0.0,25.0,0,"Shopping,Bills,Other",2.0,0,0,"{'Food': 1604, 'Shopping': 852, 'Travel': 794, 'Bills': 1711, 'Groceries': 454, 'Entertainment': 1257, 'Other': 1554}",8
7071.0,26143.0,162.0,0.0,2.0,20.0,0,"Other,Bills,Travel",0.0,0,0,"{'Food': 52, 'Shopping': 67, 'Travel': 115, 'Bills': 95, 'Groceries': 149, 'Entertainment': 29, 'Other': 12}",30
14927.0,27834.0,1505.0,0.0,0.0,16.0,0,"Entertainment,Bills,Groceries",2.0,1,0,"{'Food': 812, 'Shopping': 851, 'Travel': 556, 'Bills': 371, 'Groceries': 992, 'Entertainment': 1049, 'Other': 1324}",26
15725.0,4890.0,162.0,0.0,2.0,20.0,0,"Food,Entertainment,Shopping",4.0,0,0,"{'Food': 105, 'Shopping': 160, 'Travel': 8, 'Bills': 3, 'Groceries': 70, 'Entertainment': 144, 'Other': 79}",30
9803.0,12050.0,705.0,0.0,1.0,20.0,1,"Shopping,Bills,Travel",1.0,0,0,"{'Food': 488, 'Shopping': 103, 'Travel': 314, 'Bills': 384, 'Groceries': 637, 'Entertainment': 470, 'Other': 114}",26
7325.0,37336.0,252.0,46.0,4.0,14.0,0,"Entertainment,Bills,Other",2.0,0,0,"{'Food': 65, 'Shopping': 191, 'Travel': 194, 'Bills': 248, 'Groceries': 164, 'Entertainment': 96, 'Other': 54}",30
13972.0,38513.0,317.0,0.0,0.0,18.0,0,"Food,Travel,Groceries",2.0,0,0,"{'Food': 75, 'Shopping': 164, 'Travel': 214, 'Bills': 51, 'Groceries': 148, 'Entertainment': 30, 'Other': 284}",30
13203.0,21608.0,1789.0,0.0,2.0,21.0,1,"Entertainment,Other,Food",3.0,0,1,"{'Food': 734, 'Shopping': 725, 'Travel': 1608, 'Bills': 560, 'Groceries': 889, 'Entertainment': 744, 'Other': 1259}",15
15696.0,9522.0,1994.0,0.0,1.0,25.0,0,"Other,Bills,Food",1.0,0,0,"{'Food': 1154, 'Shopping': 1573, 'Travel': 1064, 'Bills': 1264, 'Groceries': 1703, 'Entertainment': 1990, 'Other': 1427}",10
11784.0,45082.0,1459.0,0.0,2.0,21.0,0,"Groceries,Other,Travel",1.0,0,0,"{'Food': 969, 'Shopping': 577, 'Travel': 92, 'Bills': 1025, 'Groceries': 153, 'Entertainment': 1428, 'Other': 1360}",30
7709.0,6792.0,1367.0,173.0,3.0,26.0,0,"Entertainment,Food,Bills",2.0,0,0,"{'Food': 1322, 'Shopping': 297, 'Travel': 359, 'Bills': 1034, 'Groceries': 306, 'Entertainment': 637, 'Other': 1177}",8
18460.0,,1989.0,0.0,2.0,25.0,0,"Food,Other,Bills",1.0,0,0,"{'Food': 524, 'Shopping': 1382, 'Travel': 118, 'Bills': 1101, 'Groceries': 1881, 'Entertainment': 686, 'Other': 443}",15
16349.0,8577.0,387.0,0.0,3.0,26.0,0,"Travel,Bills,Other",1.0,0,1,"{'Food': 65, 'Shopping': 117, 'Travel': 302, 'Bills': 265, 'Groceries': 234, 'Entertainment': 341, 'Other': 151}",30
11570.0,19121.0,645.0,0.0,4.0,15.0,0,"Entertainment,Other,Food",4.0,0,0,"{'Food': 24, 'Shopping': 431, 'Travel': 401, 'Bills': 254, 'Groceries': 265, 'Entertainment': 469, 'Other': 299}",30
9719.0,46198.0,344.0,0.0,2.0,22.0,0,"Groceries,Other,Shopping",1.0,1,0,"{'Food': 208, 'Shopping': 24, 'Travel': 334, 'Bills': 211, 'Groceries': 334, 'Entertainment': 95, 'Other': 106}",30
5728.0,46268.0,131.0,0.0,3.0,21.0,0,"Groceries,Bills,Travel",2.0,0,1,"{'Food': 55, 'Shopping': 36, 'Travel': 106, 'Bills': 17, 'Groceries': 37, 'Entertainment': 40, 'Other': 63}",30
14930.0,37678.0,280.0,0.0,1.0,18.0,0,"Shopping,Entertainment,Travel",4.0,0,0,"{'Food': 212, 'Shopping': 195, 'Travel': 224, 'Bills': 39, 'Groceries': 99, 'Entertainment': 217, 'Other': 58}",30
14330.0,45969.0,1619.0,57.0,2.0,23.0,0,"Bills,Shopping,Groceries",2.0,0,0,"{'Food': 1089, 'Shopping': 1001, 'Travel': 627, 'Bills': 133, 'Groceries': 1403, 'Entertainment': 1057, 'Other': 726}",30
8665.0,13174.0,1870.0,0.0,2.0,27.0,0,"Other,Entertainment,Travel",2.0,0,1,"{'Food': 1867, 'Shopping': 92, 'Travel': 412, 'Bills': 622, 'Groceries': 1024, 'Entertainment': 291, 'Other': 1143}",10
13162.0,14623.0,477.0,0.0,1.0,19.0,0,"Shopping,Other,Bills",2.0,0,0,"{'Food': 57, 'Shopping': 76, 'Travel': 350, 'Bills': 1, 'Groceries': 216, 'Entertainment': 241, 'Other': 86}",30
1104.0,48360.0,717.0,0.0,1.0,19.0,0,"Entertainment,Bills,Travel",3.0,1,0,"{'Food': 22, 'Shopping': 651, 'Travel': 527, 'Bills': 642, 'Groceries': 356, 'Entertainment': 301, 'Other': 429}",30
11338.0,43537.0,1795.0,0.0,3.0,16.0,0,"Other,Entertainment,Bills",2.0,0,0,"{'Food': 881, 'Shopping': 124, 'Travel': 599, 'Bills': 1407, 'Groceries': 561, 'Entertainment': 1439, 'Other': 1089}",28
11434.0,36554.0,408.0,0.0,0.0,21.0,0,"Food,Bills,Groceries",3.0,0,1,"{'Food': 216, 'Shopping': 216, 'Travel': 139, 'Bills': 291, 'Groceries': 87, 'Entertainment': 145, 'Other': 94}",30
2000.0,33950.0,1154.0,0.0,1.0,20.0,0,"Food,Entertainment,Shopping",3.0,0,0,"{'Food': 686, 'Shopping': 764, 'Travel': 661, 'Bills': 401, 'Groceries': 1085, 'Entertainment': 465, 'Other': 367}",29
10136.0,45177.0,1868.0,430.0,1.0,23.0,1,"Shopping,Travel,Food",1.0,0,0,"{'Food': 1630, 'Shopping': 1487, 'Travel': 1480, 'Bills': 1135, 'Groceries': 1358, 'Entertainment': 820, 'Other': 465}",25
5079.0,7707.0,1951.0,339.0,0.0,22.0,1,"Other,Entertainment,Groceries",0.0,0,0,"{'Food': 877, 'Shopping': 1101, 'Travel': 1884, 'Bills': 767, 'Groceries': 357, 'Entertainment': 94, 'Other': 171}",4
4051.0,6345.0,1676.0,483.0,1.0,14.0,1,"Groceries,Shopping,Entertainment",2.0,0,0,"{'Food': 374, 'Shopping': 258, 'Travel': 1285, 'Bills': 618, 'Groceries': 921, 'Entertainment': 515, 'Other': 969}",4
18050.0,27287.0,1930.0,0.0,0.0,18.0,1,"Groceries,Other,Food",1.0,1,1,"{'Food': 890, 'Shopping': 1355, 'Travel': 414, 'Bills': 1785, 'Groceries': 1752, 'Entertainment': 534, 'Other': 281}",19
17539.0,29254.0,447.0,314.0,2.0,23.0,0,"Entertainment,Bills,Other",1.0,0,1,"{'Food': 70, 'Shopping': 419, 'Travel': 237, 'Bills': 290, 'Groceries': 391, 'Entertainment': 281, 'Other': 254}",30
4167.0,7790.0,531.0,267.0,2.0,13.0,0,"Shopping,Groceries,Bills",4.0,0,1,"{'Food': 80, 'Shopping': 482, 'Travel': 498, 'Bills': 504, 'Groceries': 211, 'Entertainment': 444, 'Other': 456}",20
7741.0,5643.0,778.0,0.0,1.0,16.0,0,"Entertainment,Shopping,Groceries",5.0,0,0,"{'Food': 146, 'Shopping': 624, 'Travel': 718, 'Bills': 147, 'Groceries': 641, 'Entertainment': 209, 'Other': 289}",15
1693.0,46013.0,402.0,0.0,2.0,26.0,0,"Other,Groceries,Travel",1.0,0,0,"{'Food': 68, 'Shopping': 148, 'Travel': 343, 'Bills': 138, 'Groceries': 123, 'Entertainment': 100, 'Other': 325}",30
16126.0,6398.0,655.0,0.0,1.0,15.0,1,"Bills,Travel,Other",0.0,0,0,"{'Food': 246, 'Shopping': 181, 'Travel': 210, 'Bills': 420, 'Groceries': 102, 'Entertainment': 637, 'Other': 451}",29
16144.0,38821.0,737.0,0.0,1.0,18.0,0,"Entertainment,Groceries,Shopping",1.0,0,1,"{'Food': 390, 'Shopping': 285, 'Travel': 488, 'Bills': 512, 'Groceries': 511, 'Entertainment': 504, 'Other': 644}",30
1886.0,39158.0,1597.0,370.0,1.0,22.0,0,"Other,Entertainment,Food",0.0,0,1,"{'Food': 1508, 'Shopping': 415, 'Travel': 1428, 'Bills': 605, 'Groceries': 325, 'Entertainment': 368, 'Other': 1538}",23
19856.0,47182.0,1793.0,452.0,2.0,21.0,0,"Shopping,Entertainment,Bills",0.0,0,1,"{'Food': 548, 'Shopping': 310, 'Travel': 1448, 'Bills': 1319, 'Groceries': 602, 'Entertainment': 1327, 'Other': 1516}",30
-4742.0,10892.0,1494.0,10.0,6.0,20.0,1,"Other,Entertainment,Groceries",3.0,0,0,"{'Food': 1216, 'Shopping': 1484, 'Travel': 974, 'Bills': 1017, 'Groceries': 52, 'Entertainment': 78, 'Other': 763}",2
15758.0,41146.0,1529.0,0.0,1.0,18.0,0,"Food,Bills,Other",1.0,0,0,"{'Food': 1305, 'Shopping': 1422, 'Travel': 398, 'Bills': 490, 'Groceries': 1272, 'Entertainment': 726, 'Other': 326}",30
11075.0,39655.0,1883.0,129.0,3.0,13.0,0,"Bills,Groceries,Food",1.0,0,0,"{'Food': 622, 'Shopping': 37, 'Travel': 641, 'Bills': 1337, 'Groceries': 493, 'Entertainment': 938, 'Other': 1267}",25
1462.0,44026.0,138.0,0.0,1.0,27.0,0,"Groceries,Entertainment,Bills",1.0,0,0,"{'Food': 137, 'Shopping': 62, 'Travel': 86, 'Bills': 42, 'Groceries': 58, 'Entertainment': 53, 'Other': 117}",30
11438.0,43886.0,500.0,122.0,2.0,19.0,0,"Entertainment,Bills,Groceries",2.0,0,0,"{'Food': 460, 'Shopping': 400, 'Travel': 176, 'Bills': 403, 'Groceries': 41, 'Entertainment': 201, 'Other': 354}",30
9337.0,48824.0,1588.0,374.0,1.0,19.0,0,"Food,Bills,Other",2.0,0,1,"{'Food': 80, 'Shopping': 1368, 'Travel': 899, 'Bills': 152, 'Groceries': 1236, 'Entertainment': 995, 'Other': 1525}",30
19388.0,43168.0,972.0,0.0,1.0,23.0,0,"Groceries,Shopping,Travel",2.0,0,0,"{'Food': 667, 'Shopping': 913, 'Travel': 96, 'Bills': 425, 'Groceries': 363, 'Entertainment': 657, 'Other': 863}",30
17226.0,12599.0,1889.0,224.0,4.0,27.0,0,"Groceries,Shopping,Bills",2.0,1,1,"{'Food': 486, 'Shopping': 322, 'Travel': 744, 'Bills': 1722, 'Groceries': 510, 'Entertainment': 51, 'Other': 1674}",14
5866.0,17626.0,749.0,220.0,2.0,14.0,1,"Travel,Groceries,Bills",1.0,1,0,"{'Food': 243, 'Shopping': 389, 'Travel': 363, 'Bills': 532, 'Groceries': 437, 'Entertainment': 393, 'Other': 600}",26
15712.0,30989.0,1036.0,0.0,1.0,13.0,1,"Entertainment,Shopping,Groceries",2.0,0,0,"{'Food': 67, 'Shopping': 814, 'Travel': 509, 'Bills': 100, 'Groceries': 213, 'Entertainment': 760, 'Other': 689}",30
13434.0,41816.0,311.0,269.0,4.0,24.0,1,"Food,Bills,Travel",0.0,0,1,"{'Food': 185, 'Shopping': 108, 'Travel': 195, 'Bills': 179, 'Groceries': 264, 'Entertainment': 22, 'Other': 134}",30
3354.0,28776.0,922.0,0.0,1.0,24.0,0,"Travel,Other,Bills",0.0,0,0,"{'Food': 657, 'Shopping': 708, 'Travel': 485, 'Bills': 158, 'Groceries': 736, 'Entertainment': 215, 'Other': 240}",30
16903.0,18662.0,1148.0,64.0,3.0,20.0,0,"Shopping,Bills,Entertainment",1.0,0,0,"{'Food': 116, 'Shopping': 332, 'Travel': 860, 'Bills': 495, 'Groceries': 337, 'Entertainment': 131, 'Other': 979}",29
6626.0,45586.0,1201.0,347.0,5.0,17.0,0,"Entertainment,Travel,Food",4.0,0,1,"{'Food': 779, 'Shopping': 728, 'Travel': 115, 'Bills': 534, 'Groceries': 839, 'Entertainment': 691, 'Other': 1039}",30
1425.0,16963.0,1013.0,352.0,1.0,13.0,0,"Groceries,Shopping,Other",4.0,0,0,"{'Food': 330, 'Shopping': 821, 'Travel': 728, 'Bills': 609, 'Groceries': 577, 'Entertainment': 692, 'Other': 180}",16
15215.0,44399.0,1289.0,0.0,0.0,21.0,1,"Groceries,Travel,Bills",1.0,1,0,"{'Food': 140, 'Shopping': 1034, 'Travel': 1195, 'Bills': 1052, 'Groceries': 845, 'Entertainment': 1094, 'Other': 1054}",30
16222.0,47969.0,1945.0,0.0,3.0,20.0,0,"Travel,Food,Entertainment",3.0,0,1,"{'Food': 1512, 'Shopping': 971, 'Travel': 56, 'Bills': 234, 'Groceries': 1278, 'Entertainment': 401, 'Other': 502}",30
17678.0,46563.0,1067.0,0.0,3.0,23.0,0,"Travel,Shopping,Entertainment",4.0,0,1,"{'Food': 850, 'Shopping': 232, 'Travel': 1058, 'Bills': 751, 'Groceries': 395, 'Entertainment': 590, 'Other': 157}",30
13067.0,10599.0,1821.0,0.0,2.0,26.0,0,"Bills,Shopping,Other",2.0,0,0,"{'Food': 1244, 'Shopping': 549, 'Travel': 1230, 'Bills': 619, 'Groceries': 1545, 'Entertainment': 544, 'Other': 1124}",11
16698.0,10197.0,303.0,0.0,3.0,14.0,0,"Shopping,Food,Other",2.0,0,0,"{'Food': 146, 'Shopping': 117, 'Travel': 138, 'Bills': 52, 'Groceries': 190, 'Entertainment': 262, 'Other': 142}",30
2850.0,46058.0,222.0,0.0,5.0,19.0,1,"Entertainment,Bills,Travel",5.0,1,1,"{'Food': 210, 'Shopping': 72, 'Travel': 135, 'Bills': 1, 'Groceries': 211, 'Entertainment': 109, 'Other': 92}",30
12616.0,22635.0,236.0,0.0,2.0,24.0,1,"Travel,Bills,Shopping",1.0,1,0,"{'Food': 223, 'Shopping': 204, 'Travel': 141, 'Bills': 203, 'Groceries': 58, 'Entertainment': 72, 'Other': 82}",30
19419.0,19419.0,1847.0,0.0,2.0,10.0,0,"Groceries,Entertainment,Food",2.0,0,0,"{'Food': 1388, 'Shopping': 439, 'Travel': 1494, 'Bills': 373, 'Groceries': 421, 'Entertainment': 964, 'Other': 602}",19
1567.0,39308.0,1398.0,0.0,1.0,30.0,0,"Bills,Travel,Food",1.0,0,1,"{'Food': 377, 'Shopping': 614, 'Travel': 365, 'Bills': 1295, 'Groceries': 207, 'Entertainment': 1236, 'Other': 1311}",27
3358.0,34156.0,521.0,0.0,2.0,21.0,0,"Shopping,Travel,Food",1.0,0,0,"{'Food': 247, 'Shopping': 485, 'Travel': 419, 'Bills': 274, 'Groceries': 327, 'Entertainment': 460, 'Other': 265}",30
13792.0,2995.0,1793.0,0.0,1.0,17.0,0,"Travel,Shopping,Entertainment",2.0,0,0,"{'Food': 404, 'Shopping': 146, 'Travel': 1545, 'Bills': 243, 'Groceries': 973, 'Entertainment': 354, 'Other': 501}",8
19756.0,45065.0,971.0,0.0,2.0,26.0,0,"Bills,Entertainment,Other",0.0,0,0,"{'Food': 441, 'Shopping': 225, 'Travel': 485, 'Bills': 816, 'Groceries': 636, 'Entertainment': 817, 'Other': 157}",30
4841.0,33002.0,1437.0,,2.0,17.0,1,"Shopping,Travel,Groceries",3.0,0,1,"{'Food': 712, 'Shopping': 575, 'Travel': 640, 'Bills': 610, 'Groceries': 283, 'Entertainment': 778, 'Other': 820}",22
19516.0,43755.0,203.0,0.0,1.0,21.0,0,"Other,Entertainment,Groceries",1.0,0,0,"{'Food': 28, 'Shopping': 101, 'Travel': 5, 'Bills': 37, 'Groceries': 3, 'Entertainment': 26, 'Other': 85}",30
17908.0,12113.0,979.0,0.0,3.0,21.0,0,"Food,Other,Travel",1.0,0,0,"{'Food': 739, 'Shopping': 311, 'Travel': 617, 'Bills': 287, 'Groceries': 121, 'Entertainment': 706, 'Other': 628}",28
19741.0,38952.0,1251.0,135.0,3.0,24.0,1,"Shopping,Bills,Entertainment",2.0,0,1,"{'Food': 777, 'Shopping': 1095, 'Travel': 880, 'Bills': 235, 'Groceries': 886, 'Entertainment': 306, 'Other': 507}",30
5800.0,28542.0,340.0,0.0,0.0,21.0,1,"Shopping,Other,Entertainment",2.0,0,0,"{'Food': 47, 'Shopping': 214, 'Travel': 132, 'Bills': 87, 'Groceries': 65, 'Entertainment': 302, 'Other': 74}",30
14068.0,9923.0,542.0,0.0,2.0,22.0,1,"Shopping,Other,Travel",2.0,0,0,"{'Food': 138, 'Shopping': 276, 'Travel': 275, 'Bills': 447, 'Groceries': 496, 'Entertainment': 324, 'Other': 538}",30
7212.0,21383.0,122.0,53.0,0.0,20.0,0,"Groceries,Travel,Bills",1.0,0,1,"{'Food': 119, 'Shopping': 68, 'Travel': 16, 'Bills': 36, 'Groceries': 19, 'Entertainment': 115, 'Other': 45}",30
7763.0,5301.0,193.0,0.0,5.0,23.0,0,"Other,Groceries,Shopping",3.0,0,0,"{'Food': 24, 'Shopping': 37, 'Travel': 118, 'Bills': 29, 'Groceries': 94, 'Entertainment': 178, 'Other': 152}",30
13917.0,8890.0,1458.0,0.0,0.0,32.0,0,"Other,Shopping,Bills",5.0,0,1,"{'Food': 1171, 'Shopping': 1309, 'Travel': 1284, 'Bills': 212, 'Groceries': 0, 'Entertainment': 77, 'Other': 730}",13
14652.0,4031.0,330.0,0.0,2.0,14.0,0,"Shopping,Travel,Groceries",0.0,0,0,"{'Food': 290, 'Shopping': 227, 'Travel': 213, 'Bills': 114, 'Groceries': 99, 'Entertainment': 261, 'Other': 43}",30
5441.0,14707.0,236.0,0.0,2.0,22.0,0,"Food,Shopping,Entertainment",2.0,1,1,"{'Food': 152, 'Shopping': 21, 'Travel': 206, 'Bills': 102, 'Groceries': 135, 'Entertainment': 72, 'Other': 114}",30
6148.0,6866.0,155.0,0.0,0.0,26.0,1,"Other,Entertainment,Food",0.0,1,1,"{'Food': 57, 'Shopping': 3, 'Travel': 48, 'Bills': 45, 'Groceries': 44, 'Entertainment': 1, 'Other': 14}",30
-4520.0,3553.0,549.0,0.0,5.0,23.0,0,"Entertainment,Groceries,Travel",3.0,0,1,"{'Food': 27, 'Shopping': 28, 'Travel': 333, 'Bills': 13, 'Groceries': 468, 'Entertainment': 129, 'Other': 7}",0
12692.0,13983.0,1217.0,0.0,5.0,18.0,1,"Shopping,Travel,Food",2.0,0,0,"{'Food': 197, 'Shopping': 851, 'Travel': 220, 'Bills': 164, 'Groceries': 16, 'Entertainment': 1128, 'Other': 111}",18
18943.0,17407.0,1222.0,0.0,1.0,19.0,0,"Bills,Food,Travel",1.0,0,0,"{'Food': 673, 'Shopping': 23, 'Travel': 876, 'Bills': 563, 'Groceries': 143, 'Entertainment': 410, 'Other': 662}",28
1330.0,4560.0,1169.0,0.0,1.0,25.0,0,"Shopping,Other,Food",1.0,0,1,"{'Food': 1096, 'Shopping': 141, 'Travel': 74, 'Bills': 788, 'Groceries': 124, 'Entertainment': 467, 'Other': 829}",3
19872.0,20508.0,1061.0,0.0,1.0,22.0,1,"Groceries,Other,Shopping",1.0,0,0,"{'Food': 381, 'Shopping': 1, 'Travel': 563, 'Bills': 473, 'Groceries': 930, 'Entertainment': 711, 'Other': 639}",30
12860.0,38512.0,591.0,0.0,1.0,17.0,1,"Travel,Bills,Food",0.0,0,0,"{'Food': 385, 'Shopping': 266, 'Travel': 405, 'Bills': 470, 'Groceries': 478, 'Entertainment': 347, 'Other': 143}",30
5551.0,31090.0,1210.0,0.0,2.0,19.0,0,"Entertainment,Bills,Groceries",5.0,0,0,"{'Food': 691, 'Shopping': 39, 'Travel': 336, 'Bills': 447, 'Groceries': 33, 'Entertainment': 1197, 'Other': 551}",28
16989.0,30127.0,1188.0,0.0,2.0,24.0,1,"Food,Travel,Bills",2.0,0,0,"{'Food': 860, 'Shopping': 1095, 'Travel': 890, 'Bills': 571, 'Groceries': 188, 'Entertainment': 797, 'Other': 447}",30
