Games_Played_Last_5,Avg_Performance_Rating,Injury_Count_Last_Season,Recovery_Status,Disciplinary_Actions,Player_Role,Match_Importance,Fitness_Score,Travel_Fatigue_Index,Coach_Preference_Flag,Team_Need_For_Role,Target
5.0,7.861447542910277,1.0,Full,0.0,Goalkeeper,Medium,6.771266609716849,1.2641071223286748,0,0,Not Selected
0.0,8.51769346742685,1.0,Full,0.0,Goalkeeper,Low,6.257852192618858,7.2588856234646055,0,0,Not Selected
2.0,6.001733185130354,0.0,Partial,0.0,Goalkeeper,High,6.292798908843197,1.610801154083465,0,1,Not Selected
4.0,5.323867702300238,0.0,Full,0.0,Goalkeeper,High,6.501604247199079,2.5443160351830056,0,0,Selected
4.0,5.747991479987958,2.0,Partial,1.0,Forward,Low,7.387057590045463,4.009969682681669,0,0,Not Selected
5.0,9.343988629878192,0.0,Full,0.0,,High,6.695890515911441,2.165339745760566,0,1,Not Selected
1.0,9.016590282325529,1.0,Partial,1.0,Defender,Low,8.432418365776424,2.6398318762684494,0,0,Selected
4.0,7.168579777674677,0.0,Rehab,0.0,Midfielder,Low,6.189236062772945,0.6579156340441248,0,1,Not Selected
5.0,6.297242932115461,1.0,Full,0.0,Forward,High,6.9226727109658555,2.6574531853185572,0,1,Not Selected
4.0,6.527493718624603,0.0,Partial,0.0,Defender,Low,7.470594923914164,2.0987424088291675,0,1,Selected
4.0,2.9442797588913248,1.0,Full,1.0,Midfielder,Low,6.2121115841626136,2.156445922832564,0,0,Not Selected
2.0,8.601045384208431,1.0,Full,0.0,Goalkeeper,Medium,9.496947368839882,1.5137715086862755,0,0,Selected
2.0,5.526010754866121,2.0,Full,0.0,Forward,Low,9.925133425281327,5.193430553021831,0,0,Not Selected
0.0,6.020788175312657,0.0,Partial,0.0,Forward,Low,6.388614636270129,2.91377471155912,0,1,Not Selected
2.0,3.1431382397995957,0.0,Rehab,0.0,Forward,High,10.0,5.114514580705643,0,1,Not Selected
3.0,8.400105887992012,0.0,Full,0.0,Forward,Low,5.856170927722201,3.4204402143251214,0,1,Not Selected
4.0,2.4211813057748897,0.0,Full,1.0,Forward,Medium,9.615908473655747,2.387549024496046,0,1,Not Selected
3.0,,0.0,Full,0.0,Midfielder,Medium,9.003253793251792,1.6536126507653424,0,1,Not Selected
3.0,6.124478982377023,0.0,,0.0,Forward,Low,6.010156870198433,1.8791612802631494,0,1,Not Selected
0.0,7.064643448551354,0.0,Rehab,0.0,Forward,Medium,7.274748625077581,0.8545553958071772,1,0,Selected
5.0,9.957075753179442,0.0,Partial,0.0,Goalkeeper,High,9.021424441828131,1.9672550090299818,0,1,Selected
1.0,8.761733472069281,1.0,Rehab,0.0,Goalkeeper,High,7.121417066330182,2.3433431851953297,0,0,Not Selected
5.0,8.30780021699254,1.0,Partial,0.0,Defender,High,6.920863493324122,4.687972038683579,0,1,Not Selected
3.0,6.644339535364938,2.0,Full,0.0,Goalkeeper,High,6.427938602910584,4.291865446963827,0,1,Not Selected
1.0,3.2045707796566973,0.0,Rehab,0.0,Goalkeeper,Medium,6.246921698232641,3.6604864300674125,0,1,Selected
4.0,,1.0,Partial,0.0,Defender,Medium,8.471792266396644,3.4972434205661633,0,1,Selected
4.0,7.305223978303863,0.0,Full,0.0,Forward,High,8.40086471430909,,0,0,Not Selected
1.0,5.658217704636765,1.0,Rehab,1.0,Forward,High,7.970375603827786,4.247511089738224,1,1,Not Selected
5.0,6.770023116813026,0.0,Rehab,0.0,Defender,High,9.25034792148654,5.036892000168567,0,1,Selected
3.0,7.789811407195204,0.0,Partial,0.0,Defender,Medium,7.846435553553615,2.5733554138846015,0,0,Not Selected
1.0,4.607395560278524,2.0,Rehab,1.0,Goalkeeper,Low,7.641780895743517,3.738580739449711,1,1,Not Selected
2.0,4.0994613144938,0.0,Partial,1.0,Goalkeeper,Low,7.485573105534551,1.6141559146788251,0,0,Not Selected
1.0,6.398996733889525,0.0,Rehab,0.0,Midfielder,Low,6.365952910584402,2.8885697929783953,1,1,Not Selected
1.0,1.9114531710988496,0.0,Rehab,1.0,Defender,Low,7.58363721350079,3.7593442377633735,0,1,Not Selected
2.0,7.951782893904415,0.0,Partial,0.0,Forward,High,6.9509608826229865,5.503973751639808,0,1,Not Selected
1.0,10.0,1.0,Rehab,0.0,Forward,Low,4.481002083721548,,0,0,Not Selected
1.0,5.949404596272487,0.0,Rehab,0.0,Defender,Medium,8.654444870477416,4.05665165541409,0,0,Not Selected
2.0,7.313951484811273,1.0,Full,0.0,Goalkeeper,Medium,9.149920045539163,4.497764537951413,0,0,Selected
5.0,3.8292808246306227,1.0,Full,0.0,Forward,Low,8.026847205698292,3.346257408144064,1,0,Selected
2.0,9.842521530553274,0.0,Partial,0.0,Midfielder,Medium,6.286633283589467,2.549322018504601,1,1,Selected
4.0,6.769131530219823,1.0,Partial,0.0,Midfielder,Medium,7.383818381492726,2.0182311290378205,0,1,Not Selected
2.0,6.972628761676261,0.0,Full,0.0,Defender,Low,5.631341415641744,6.252395765188581,1,0,Not Selected
5.0,4.4963837555538895,0.0,Partial,0.0,Midfielder,Medium,7.478758288879033,0.6379375007042158,0,0,Not Selected
3.0,6.54849983050598,0.0,Rehab,0.0,Forward,Medium,7.7795066176406475,1.7668321844494712,0,1,Selected
3.0,5.264358658033141,1.0,Rehab,0.0,Forward,Medium,6.877473303977183,3.3089598547400425,1,1,Not Selected
5.0,7.8250800134477485,,Rehab,1.0,Defender,Low,7.7552381077322075,0.0,0,1,Not Selected
4.0,6.156254691521051,1.0,Rehab,0.0,Goalkeeper,High,8.776825641871952,0.7879023716615974,1,0,Not Selected
4.0,6.348191340517818,1.0,Full,0.0,Forward,High,,3.3467438736622697,0,0,Not Selected
4.0,10.0,2.0,Partial,0.0,Midfielder,Medium,10.0,4.284955185963874,0,1,Not Selected
5.0,6.009723679266814,1.0,Rehab,0.0,Midfielder,Medium,5.639489340449471,3.9406594508308483,1,0,Not Selected
2.0,7.11965419266579,1.0,Partial,1.0,Midfielder,Medium,6.910920760845169,5.634916416721875,0,1,Not Selected
3.0,7.650044240602538,0.0,Full,0.0,Defender,Medium,8.40326559714968,1.6144183080465233,1,0,Selected
0.0,8.21612082760537,0.0,Partial,1.0,Midfielder,Low,5.1715946341740455,4.508616263751776,0,0,Not Selected
2.0,4.353298597985247,1.0,Partial,0.0,Midfielder,High,7.4707187286769905,0.45415733302257344,0,0,Not Selected
5.0,10.0,1.0,Partial,1.0,Defender,High,8.051017677361878,4.974323662202849,0,1,Not Selected
3.0,7.423167135477082,0.0,Rehab,1.0,Goalkeeper,Low,7.768145378805489,4.090005256450902,0,0,Not Selected
2.0,9.409525304928591,0.0,Rehab,0.0,Forward,High,9.713656144095864,4.133266056077591,0,0,Not Selected
4.0,6.079175148187301,1.0,Full,0.0,Goalkeeper,Low,4.3624141743243,,1,1,Selected
2.0,6.042836681835394,1.0,Rehab,0.0,Defender,Low,8.419887156035628,0.7267206123652397,0,0,Not Selected
1.0,6.428860106277745,0.0,Rehab,0.0,Defender,High,3.4859679760892255,4.59569827632014,0,1,Selected
4.0,5.346635248582228,1.0,Partial,1.0,Goalkeeper,Medium,8.79280937348417,5.416423695278453,0,0,Not Selected
3.0,6.958444654918431,1.0,Full,0.0,Goalkeeper,Low,7.346783089467253,4.563813102607742,1,1,Selected
5.0,7.4978109816045775,1.0,Partial,0.0,Goalkeeper,Medium,7.572062199897728,0.9669979699016156,0,0,Not Selected
4.0,9.1968534114509,1.0,Full,0.0,Midfielder,High,10.0,1.6217488259756665,1,0,Not Selected
3.0,,0.0,Partial,0.0,Midfielder,Medium,5.856325354324627,2.3360821590234817,0,1,Not Selected
1.0,7.557868625831772,1.0,Rehab,0.0,Forward,High,6.404895517117502,4.320905298816459,0,1,Not Selected
5.0,5.809823766679164,0.0,Full,0.0,Defender,Medium,7.4333142446191,3.2182389704004875,0,1,Not Selected
3.0,8.108869733899887,1.0,Partial,0.0,Midfielder,High,5.257937611106628,1.509364060514132,0,0,Not Selected
1.0,7.852175199017381,0.0,Partial,0.0,Midfielder,Medium,8.133838629667284,3.6866440151154767,0,0,Selected
2.0,2.192594129844365,0.0,Full,0.0,Forward,Low,7.315593158107223,3.406125606972196,0,0,Not Selected
4.0,5.405943948297438,0.0,Rehab,0.0,Midfielder,High,8.114178363745712,1.3983414181019813,1,0,Selected
4.0,7.139848879277039,1.0,Rehab,0.0,Goalkeeper,High,7.781629821749338,1.1271860924695067,0,1,Not Selected
1.0,5.154024527448827,0.0,Rehab,0.0,Defender,Low,6.630488157308903,3.2241891172023203,0,1,Not Selected
4.0,4.862859536452217,0.0,Rehab,0.0,Forward,Medium,6.790952660152919,2.0878267530584713,1,1,Selected
4.0,8.250765401058022,0.0,Full,0.0,Goalkeeper,High,7.091448605574937,1.5844159641773738,0,1,Selected
4.0,8.318866792365059,0.0,Rehab,0.0,Goalkeeper,Low,6.837936369492178,5.784375153746559,0,1,Not Selected
2.0,5.9416796023707965,1.0,Rehab,1.0,Forward,Medium,8.437833117591545,2.3329918548278847,0,0,Not Selected
2.0,5.716153525480838,0.0,Rehab,0.0,Defender,High,6.66869261428198,2.2717705671437924,0,1,Not Selected
1.0,7.58683042800414,0.0,Rehab,0.0,Midfielder,Low,5.766153354091866,3.467819686783324,0,0,Not Selected
4.0,6.980466215750447,0.0,Partial,0.0,Midfielder,Medium,7.113045741752235,3.162058150039522,1,1,Selected
1.0,10.0,0.0,Partial,0.0,Midfielder,Medium,7.895216981957477,2.737218705716561,1,0,Not Selected
4.0,7.724876094314654,0.0,Partial,0.0,Forward,Medium,8.901492447879,1.6734141831610823,0,1,Not Selected
4.0,6.606246401904015,1.0,Partial,0.0,Defender,Low,6.37229062646379,,0,0,Not Selected
2.0,7.709235621808095,2.0,Partial,0.0,Goalkeeper,Medium,9.773234345333156,4.656623714340114,0,1,Not Selected
0.0,4.430731943181673,1.0,Full,1.0,Goalkeeper,Low,6.899631757189079,2.6159181008398513,0,0,Not Selected
1.0,6.097626881314372,0.0,Rehab,0.0,Midfielder,High,5.64722019047818,2.9254290326240824,0,1,Not Selected
2.0,3.3803187679663615,0.0,Rehab,1.0,Forward,High,8.234162313358153,3.805347897022627,0,1,Selected
,5.720857972701648,0.0,Full,2.0,Midfielder,High,9.870497695318324,4.188682579649123,0,1,Not Selected
0.0,8.474767954581209,1.0,Full,1.0,Forward,Low,6.459331058183089,4.130633867125321,0,1,Not Selected
3.0,3.127678292225495,1.0,Full,0.0,Forward,Low,6.160730329153365,3.788901992091298,0,1,Not Selected
1.0,4.725232218503131,1.0,Full,0.0,Forward,Medium,5.381828907161529,2.4177183818382906,0,1,Not Selected
0.0,8.819619159874462,1.0,Rehab,0.0,Midfielder,Low,5.242351976936556,1.1617251395784005,0,1,Not Selected
3.0,6.779202271449564,0.0,Partial,0.0,Midfielder,Medium,6.170392610615541,1.9037975473676187,0,0,Not Selected
0.0,3.7298595457956942,1.0,Partial,1.0,Midfielder,High,5.57022585212102,3.360680908128398,1,0,Not Selected
1.0,9.930595996922204,1.0,Partial,0.0,Midfielder,Medium,5.887125026254161,3.0317880994558406,1,1,Selected
1.0,4.609534091754775,0.0,Partial,1.0,Forward,Medium,6.702517897741989,3.439739479401518,0,1,Not Selected
0.0,6.515288090386123,1.0,Rehab,0.0,Forward,Low,8.776178730677799,6.572587486159893,0,1,Selected
1.0,3.96272553134215,1.0,Full,0.0,Goalkeeper,Medium,5.841748873995863,1.2371635138584591,0,1,Selected
1.0,7.2613436861839515,0.0,Full,0.0,Forward,Medium,7.73376313534813,3.2942131293923747,0,0,Selected
0.0,7.334333966959383,2.0,Partial,0.0,Defender,Medium,7.721204687227517,3.555225654000948,0,1,Not Selected
2.0,8.255901145746385,0.0,Full,1.0,Midfielder,Medium,8.373921474961879,3.3269610984505915,0,1,Selected
3.0,10.0,0.0,Partial,1.0,Defender,Low,6.728805904534279,7.117621845485608,0,0,Not Selected
1.0,10.0,1.0,Rehab,0.0,Forward,Low,6.027990659093891,3.495918402395034,0,1,Not Selected
5.0,4.595961298978847,2.0,Partial,0.0,Midfielder,Low,8.372193032671325,2.7068842480801347,1,0,Selected
,6.18526990518589,1.0,Rehab,0.0,Midfielder,High,5.078924075538419,4.696196111210868,0,1,Not Selected
4.0,5.698615562931717,1.0,Partial,0.0,Defender,Low,5.63687169354127,3.0860534397731674,0,0,Not Selected
3.0,7.269327120513272,0.0,Rehab,0.0,Midfielder,High,5.650554990142284,2.1074249414932167,0,1,Not Selected
5.0,6.023928293363921,0.0,Rehab,1.0,Goalkeeper,Low,8.606142024375089,1.123808833642368,0,0,Not Selected
1.0,7.713565678624602,0.0,Partial,0.0,Defender,High,5.450155315369497,2.0106368364730445,0,1,Selected
5.0,8.499907921004496,0.0,Partial,0.0,Midfielder,High,5.914749189413506,1.5166292608731227,1,1,Not Selected
3.0,7.220318740611028,1.0,Rehab,,Goalkeeper,High,7.485012577777127,5.6340134080277515,0,0,Not Selected
2.0,7.454530744039506,0.0,Partial,0.0,Midfielder,Medium,6.159075606035902,2.4914619144311283,0,0,Not Selected
5.0,7.21346743374324,1.0,Full,0.0,Goalkeeper,High,9.444037616015374,3.4843904097152114,1,1,Selected
0.0,7.261238349166541,1.0,Partial,1.0,Forward,High,7.698885968199508,3.0760772512350596,0,1,Not Selected
1.0,7.389025473421571,3.0,Partial,0.0,Goalkeeper,High,7.3276789132161,4.114088781833713,0,0,Not Selected
3.0,7.199922706708962,1.0,Partial,0.0,Defender,Medium,5.535806937224703,0.35486115270694585,0,1,Not Selected
3.0,7.108485359801025,0.0,Rehab,0.0,Forward,Low,10.0,6.0888760899290855,1,0,Selected
1.0,5.421346683708299,0.0,Rehab,0.0,Defender,High,7.316189397815584,3.4788846951869257,0,0,Not Selected
1.0,4.967120429363694,0.0,Partial,1.0,Goalkeeper,Low,7.476874591717361,3.1046663535407477,0,0,Not Selected
1.0,2.5915099913322184,1.0,Rehab,0.0,Goalkeeper,High,10.0,3.1560863784527755,1,1,Not Selected
3.0,5.451290997119795,0.0,Partial,0.0,Defender,High,7.3757264027228295,5.1667392883520336,0,0,Not Selected
3.0,4.154689811795253,1.0,Partial,0.0,Forward,Medium,5.446978766561996,3.056496887085236,0,0,Not Selected
5.0,5.169579866414045,0.0,Rehab,0.0,Forward,Medium,4.593630970060951,2.305881308904997,0,0,Not Selected
1.0,4.669750184718707,0.0,Full,0.0,Forward,Low,6.753434935047797,0.6076183539414384,0,0,Not Selected
5.0,6.334519209337203,2.0,Rehab,0.0,Goalkeeper,Medium,4.240821560098348,2.601071037382761,1,0,Not Selected
2.0,5.302660094193398,0.0,Rehab,1.0,Midfielder,Low,8.653531780305588,2.1181865176849266,0,0,Selected
3.0,2.7611155516941768,0.0,Rehab,0.0,Forward,Low,8.836440871864674,1.7838272511804039,0,0,Not Selected
5.0,3.716743288764088,0.0,Rehab,0.0,Defender,Medium,5.998823284990853,0.3180846637977979,0,0,Not Selected
2.0,9.265741088115348,0.0,Full,0.0,Forward,Medium,5.4901256829788485,0.0,0,0,Selected
0.0,6.602861470862891,0.0,Partial,0.0,Midfielder,Low,4.543324669618725,6.083853326329013,0,1,Not Selected
1.0,6.953045668788458,0.0,Full,0.0,,Low,4.950746502329408,1.0510031275772793,0,0,Selected
4.0,7.086688788605,0.0,Partial,0.0,Midfielder,High,6.495690978916788,4.598406478258738,0,0,Not Selected
0.0,5.826557620525695,0.0,Partial,0.0,Defender,Medium,7.0561368290698585,3.2325357744897265,0,0,Not Selected
4.0,7.75243649659458,1.0,Partial,0.0,Goalkeeper,Medium,8.19015315410809,3.2052048953214847,1,0,Selected
4.0,7.189718577296027,0.0,Partial,0.0,Goalkeeper,Medium,6.129530060003725,3.7523212834300432,1,1,Selected
4.0,7.137453196195747,0.0,Partial,0.0,Midfielder,Low,6.508570506289337,3.5348324893081227,0,1,Selected
5.0,6.554077250040299,2.0,Rehab,0.0,Goalkeeper,Medium,5.8214785825791715,0.9048459711536125,1,0,Not Selected
3.0,3.4198274742703565,0.0,Partial,0.0,Defender,Medium,8.430918615723282,3.3477847212713643,0,0,Not Selected
1.0,8.422965339104927,1.0,Full,0.0,Goalkeeper,Low,6.846674524206565,4.1349612646934535,0,0,Not Selected
1.0,3.8352724133539984,0.0,Partial,0.0,Midfielder,Low,7.12926015956832,0.0,0,1,Not Selected
3.0,10.0,0.0,Rehab,0.0,Forward,Medium,5.987007648282264,3.8905281355798405,0,0,Not Selected
3.0,10.0,1.0,Partial,0.0,Midfielder,Low,7.312556118373281,3.2258975026963332,0,1,Not Selected
1.0,5.460221367621837,1.0,Full,0.0,Midfielder,High,6.6249629684067495,1.7955780781851778,0,0,Not Selected
3.0,6.132173916969638,0.0,Full,0.0,Forward,High,6.6229323116195085,2.2126968540677545,0,0,Not Selected
3.0,6.562273723002847,0.0,Full,0.0,Goalkeeper,Medium,4.682326654301853,2.5743791782690355,1,1,Not Selected
1.0,5.903496918467019,0.0,Partial,0.0,Defender,Low,8.599473999404537,1.4130192017323693,0,1,Selected
3.0,7.799016797760426,0.0,Partial,0.0,Forward,High,5.021884639394829,2.6101861478050528,0,1,Not Selected
5.0,7.803123541437545,0.0,Full,0.0,Defender,Low,7.703661738903446,2.5257840803998697,0,1,Selected
5.0,6.837506295493271,2.0,Rehab,1.0,Defender,High,5.9543625796815665,4.291489324856217,0,0,Not Selected
2.0,6.1790693973448665,,Full,0.0,Defender,Low,7.625939618710978,2.8441948804421773,0,0,Not Selected
5.0,5.178217613631622,0.0,Partial,0.0,Defender,High,4.6216650730361275,2.3066709834130723,1,0,Not Selected
4.0,5.401879619744969,1.0,Rehab,0.0,Midfielder,High,4.598940076401832,4.537723517175788,0,0,Not Selected
5.0,8.381026405579721,0.0,Rehab,0.0,Forward,High,7.193397405161998,3.8098200043071104,0,1,Not Selected
2.0,7.560735757225473,0.0,Full,0.0,Defender,Low,6.355083620000005,3.625222751524934,0,0,Not Selected
1.0,5.633154513757463,0.0,Partial,1.0,Goalkeeper,Low,6.447029017956715,2.550179378400139,0,1,Not Selected
1.0,7.82423257231188,0.0,Rehab,0.0,Defender,Medium,6.37847283168359,1.1498135723964604,1,0,Not Selected
2.0,8.915865289332416,0.0,Full,0.0,Midfielder,Low,7.137470060038836,1.9969870542187733,0,0,Selected
4.0,6.1637387434775,1.0,Rehab,1.0,Goalkeeper,Medium,6.894873712739714,5.403324356995865,0,1,Not Selected
5.0,4.318584984157095,1.0,Full,0.0,Midfielder,Medium,7.659187698995994,2.557784636614186,0,1,Not Selected
4.0,4.94777709790175,0.0,Full,0.0,Midfielder,High,5.656512187505021,4.311894739553087,0,1,Not Selected
4.0,3.5396262064729465,0.0,Partial,0.0,Goalkeeper,Medium,4.54498512601705,4.119265628083844,0,1,Not Selected
0.0,8.144660093916176,0.0,Rehab,0.0,Forward,Low,3.563530984857928,3.386022735169754,0,1,Not Selected
5.0,2.916592049474984,0.0,Rehab,1.0,Midfielder,High,7.764565589044934,2.5774407980678635,0,0,Not Selected
1.0,5.191310778231561,0.0,Full,,Forward,High,6.122111740831144,1.0063537133153058,1,0,Not Selected
5.0,8.9299384066025,0.0,Rehab,0.0,Goalkeeper,High,6.276778373292799,5.618661078137485,0,1,Not Selected
3.0,5.341839621499534,0.0,Partial,0.0,Midfielder,High,8.644695731170385,4.613803926801371,0,1,Not Selected
0.0,10.0,1.0,Partial,0.0,Forward,Medium,7.708925499246804,0.0,0,1,Not Selected
4.0,3.391691963467691,0.0,Rehab,0.0,Defender,High,5.695016685679072,0.0,0,1,Not Selected
3.0,9.116108652347327,0.0,Full,0.0,Defender,Medium,5.550691379276244,4.129795586390041,0,1,Not Selected
1.0,7.856389979292553,1.0,Partial,0.0,Midfielder,Medium,8.952968117539875,5.011694603284774,0,0,Not Selected
3.0,9.649956483428781,1.0,Full,0.0,Defender,,8.463981087195883,1.7786173760930237,1,1,Selected
5.0,3.5071589005944497,3.0,Full,1.0,Defender,High,6.2022561629250905,3.2105695876711793,0,1,Not Selected
0.0,8.398137808954122,1.0,Rehab,1.0,Forward,Low,5.109402075241637,2.351873916023247,0,1,Not Selected
0.0,8.602406561304795,0.0,Rehab,1.0,Defender,Low,7.798216568635052,2.62011234302372,0,0,Not Selected
3.0,4.7174585371561415,0.0,Full,0.0,Goalkeeper,Low,5.359237099898717,3.64575173106042,0,0,Selected
3.0,6.324815542915763,0.0,Full,0.0,Goalkeeper,Medium,7.061647071368907,1.9150158395353918,0,0,Not Selected
3.0,10.0,1.0,Partial,0.0,Midfielder,Medium,7.058524769817222,2.298997442037992,0,1,Not Selected
0.0,7.908996285034,0.0,Full,0.0,Defender,Medium,6.78084190075073,3.0755930767765647,0,1,Not Selected
4.0,6.465605849867349,0.0,Rehab,0.0,Forward,Low,8.7644756198306,2.8340501765335593,0,1,Not Selected
1.0,3.987026130726612,2.0,Partial,0.0,Midfielder,High,7.913669615709379,1.94259989757238,1,0,Not Selected
4.0,2.5321195147220097,0.0,Partial,0.0,Defender,High,5.547227649683797,3.589469331717671,1,0,Selected
0.0,5.154613970476959,1.0,Partial,0.0,Defender,Low,9.707779623138187,4.785234792796123,0,1,Not Selected
2.0,5.190193177453041,2.0,Full,0.0,Forward,Low,,2.3515121372576564,1,0,Selected
0.0,8.150323369595464,0.0,Partial,0.0,Defender,High,8.548330716513274,3.00464095735781,0,0,Selected
3.0,9.710945192481951,0.0,Full,1.0,Midfielder,High,7.6598987244328995,0.8000049191024892,1,1,Not Selected
2.0,9.177879367618125,0.0,Rehab,0.0,Forward,High,7.6867858985083215,4.1063887590185395,0,1,Not Selected
5.0,9.037307328217103,0.0,Partial,0.0,Goalkeeper,Low,6.152071008902521,3.2829078184736904,0,0,Not Selected
0.0,7.99124808598678,0.0,Rehab,1.0,Midfielder,High,8.078588201498302,0.3377522519145697,1,0,Not Selected
4.0,5.698856874686343,1.0,Partial,1.0,Defender,Low,9.595007730260662,3.714677283142311,0,1,Not Selected
3.0,7.483962399358493,0.0,Partial,0.0,Midfielder,Medium,9.516406525428092,1.2300203087514003,0,1,Selected
2.0,4.246231661779611,2.0,Full,0.0,Goalkeeper,Low,6.283157874081161,1.118220067705091,0,1,Not Selected
2.0,6.758365620725755,0.0,Rehab,0.0,Defender,High,8.348756233013962,2.7989441130209025,0,0,Not Selected
1.0,7.243534220584602,0.0,Full,0.0,Defender,Medium,8.055096837254524,3.546766119191123,0,1,Selected
1.0,5.247646949127687,0.0,Rehab,0.0,Defender,High,6.19479278610019,4.019264589929749,0,1,Not Selected
3.0,8.921954981126126,1.0,Full,0.0,Forward,High,8.388529943367116,1.9395282635364972,0,1,Selected
1.0,7.077013842343153,0.0,Full,0.0,Goalkeeper,Low,7.577705415768089,3.9163219331189927,1,1,Selected
4.0,8.295937875441954,0.0,Rehab,,Goalkeeper,Medium,6.396177864917244,3.741218598476936,0,1,Not Selected
3.0,7.2970825546088705,0.0,Rehab,0.0,Defender,Low,7.74846485318425,4.003833516272489,0,0,Not Selected
5.0,8.586093012610055,3.0,Full,1.0,Forward,Low,7.7667245205503175,3.3340891893191493,0,1,Not Selected
1.0,5.672670421933284,2.0,Full,0.0,Defender,Low,7.429252173729143,1.3960836194685893,1,0,Not Selected
3.0,4.711634817729423,1.0,Partial,0.0,Goalkeeper,Medium,10.0,3.4720336563152783,0,0,Not Selected
3.0,8.23162226109065,0.0,Partial,0.0,Midfielder,High,7.1985523931067394,4.3922545137346685,1,1,Selected
4.0,1.5561516258324248,1.0,Rehab,1.0,Forward,Medium,5.862148040887844,4.94403884362101,0,1,Not Selected
5.0,4.154378136810415,0.0,Rehab,0.0,Forward,Medium,6.288025708521831,0.0,0,0,Not Selected
3.0,4.912811661511525,2.0,Rehab,0.0,Midfielder,Medium,7.059557857492837,2.4367187194717337,0,0,Not Selected
1.0,3.6145867242894028,1.0,Full,0.0,Midfielder,Medium,6.341271305062187,5.593842597443229,0,1,Not Selected
1.0,5.877509899753741,0.0,Full,0.0,Goalkeeper,Low,6.04800530629191,4.350623710455128,0,1,Not Selected
0.0,7.329743075684901,1.0,Rehab,0.0,Goalkeeper,High,9.521891494770426,4.171338098810711,0,0,Not Selected
5.0,10.0,0.0,Full,0.0,Forward,Low,7.526424862110465,3.413235265641399,0,0,Not Selected
4.0,7.471610032082752,1.0,Partial,0.0,Midfielder,Medium,7.622100453066762,1.5530239177175973,0,1,Not Selected
2.0,6.378212711326075,1.0,Rehab,0.0,Goalkeeper,High,6.111561363279224,2.2585143526754754,0,0,Not Selected
2.0,8.245156837767727,0.0,Full,1.0,Defender,Low,5.741104538835791,2.276988358700031,0,0,Not Selected
0.0,7.779082527628776,2.0,Partial,0.0,Midfielder,High,5.755232213019886,1.9786859662570353,0,0,Not Selected
2.0,9.550735778100393,1.0,Rehab,0.0,Midfielder,Medium,6.341020732779208,3.9292574645230767,0,1,Not Selected
1.0,2.160543303775974,0.0,Rehab,0.0,Goalkeeper,Medium,7.17503861999681,0.05547592230750542,0,1,Not Selected
2.0,8.004392266396165,0.0,Full,0.0,Forward,Medium,7.1041628461306265,2.453080002769543,0,1,Not Selected
2.0,8.071960517212402,1.0,Partial,0.0,Defender,Low,6.641296125208925,4.110403420877162,0,1,Selected
0.0,6.069469436335762,1.0,Rehab,0.0,Goalkeeper,Medium,4.900099100178179,2.806902914005306,0,1,Not Selected
3.0,5.853340508889995,1.0,Partial,0.0,Goalkeeper,High,6.361286607035854,3.565736077359679,1,0,Not Selected
5.0,4.418343851783412,0.0,Partial,1.0,Defender,Medium,9.956997610903079,2.350179994351988,0,1,Not Selected
0.0,9.58687627120301,0.0,Full,0.0,Midfielder,Low,10.0,,0,1,Not Selected
0.0,6.9986800868157735,1.0,Rehab,0.0,Midfielder,Medium,7.312115236521284,4.668322729720656,0,0,Not Selected
0.0,3.795294807364166,1.0,Partial,0.0,Goalkeeper,High,10.0,1.3349317617365084,1,1,Not Selected
1.0,6.092936713468394,1.0,Partial,0.0,Goalkeeper,Low,7.166900486750504,2.0759687357095844,0,0,Not Selected
4.0,7.623450501398272,2.0,Rehab,0.0,Forward,Low,,4.77114407971899,0,1,Not Selected
2.0,6.516022732522561,0.0,Partial,0.0,Midfielder,High,6.648751031993825,0.7213763615170183,1,0,Not Selected
3.0,10.0,1.0,Partial,0.0,Goalkeeper,Low,7.695826012284967,5.403022637723506,0,0,Not Selected
2.0,4.731692567134045,0.0,Full,1.0,Defender,Low,7.744768485972618,0.2161573204152747,1,1,Not Selected
5.0,4.918739044310653,1.0,Partial,0.0,Forward,High,5.310520472480677,2.9134706822076635,0,0,Not Selected
2.0,4.357962408427792,0.0,Rehab,0.0,Forward,High,6.574036596408567,2.4925297570229272,0,0,Not Selected
5.0,4.176015897604751,0.0,Full,0.0,Midfielder,Medium,7.804580293101618,3.4748809621696433,0,1,Selected
0.0,7.5264087586683575,0.0,Full,0.0,Goalkeeper,High,5.922778732811654,3.025169529948194,0,1,Not Selected
5.0,3.92229948253397,0.0,Partial,1.0,Midfielder,Medium,7.359683314514135,2.602999553021827,0,0,Not Selected
5.0,5.768606942214241,1.0,Full,0.0,Midfielder,Medium,7.70378035156213,2.1732318806091713,0,0,Not Selected
1.0,7.805757615957949,1.0,Full,0.0,Midfielder,Low,7.792822921098164,1.5756807871772147,0,1,Not Selected
3.0,5.705680154605474,0.0,Partial,1.0,Goalkeeper,High,6.61881119481029,1.374627100277799,0,0,Not Selected
2.0,6.767210201625166,0.0,Rehab,1.0,Midfielder,Low,8.17815303934524,2.6309630437634195,0,1,Selected
4.0,9.608175449547229,0.0,Rehab,0.0,Midfielder,Medium,7.8580063267524,5.861551990753112,1,0,Not Selected
0.0,4.359755496534175,1.0,Rehab,0.0,Forward,Medium,4.380514378172989,1.0373930136760976,0,1,Selected
