Day_Of_Week,Is_Public_Holiday,Festival_Flag,Darshan_Type,Weather_Condition,Temperature_C,Buses_Arrived_Last_15_Min,Entry_Gate,VIP_Visit_Today,Security_Check_Lag_Minutes,Approx_Head_Count,Is_Weekend,Online_Booking_Peak_Flag,Estimated_Wait_Time_Minutes
Sat,0,0,VIP,Sunny,28.37265812522228,11.0,Vaikuntam,0,4.843369866741544,2530.0,1,0,40.84386302944917
Tue,0,1,Free,Rainy,25.54537263000384,12.0,Q-Complex II,0,13.198246481673468,4975.0,0,0,98.61924119753229
Sun,0,0,Free,Sunny,33.251642641140336,7.0,Q-Complex II,0,6.7851102364115015,2574.0,1,0,49.81544811419576
Thu,0,0,Senior,Sunny,33.79684975468795,2.0,Q-Complex I,0,3.7847173789536064,3378.0,0,0,27.952446673993915
Fri,0,0,VIP,Rainy,28.585907144793406,4.0,Q-Complex II,0,7.331891725624629,2654.0,0,0,36.30836875059212
Thu,0,0,VIP,Sunny,30.285276449568066,7.0,Q-Complex I,0,8.50578216298757,1766.0,0,0,40.63262646700339
Mon,1,0,₹300,Cloudy,23.611424520918145,17.0,Vaikuntam,0,5.754656466895234,3473.0,0,1,86.87525163522396
Sun,0,0,Free,Sunny,37.077345404362575,9.0,Vaikuntam,0,7.233323502339007,3444.0,1,0,69.60304738277904
Tue,0,0,Free,Cloudy,25.483064946450323,7.0,Vaikuntam,0,12.828218431536722,2957.0,0,0,57.41529179848463
Thu,0,0,Free,Cloudy,26.661584581878817,12.0,Vaikuntam,0,8.13126580377344,4212.0,0,0,66.71350108060635
Sun,0,0,₹300,Sunny,29.558030645317316,13.0,Special Entry,0,4.193457940519105,2573.0,1,0,51.82712561957224
Sun,0,0,Senior,Sunny,27.73119572199194,8.0,Q-Complex II,0,8.780837170980414,2757.0,1,1,66.13227081399155
Mon,0,0,Senior,Sunny,29.085782933129128,6.0,Q-Complex II,0,8.031321260166788,2553.0,0,1,60.533214915127026
Mon,0,0,Free,Sunny,27.761146770993097,6.0,Q-Complex II,0,8.16674446254283,2357.0,0,0,43.910589535509175
Tue,0,1,₹300,Cloudy,31.05467259887598,16.0,Vaikuntam,1,10.801474507383226,5211.0,0,0,113.49220507309002
Sat,0,0,Free,Sunny,31.473400262620707,9.0,Vaikuntam,0,7.7831023505201875,2563.0,1,0,48.81108739932293
Sun,0,0,Free,Sunny,27.481130554461775,10.0,Q-Complex I,0,6.651465931066149,3190.0,1,1,62.18227930539513
Tue,0,1,Senior,Cloudy,25.861889640250208,19.0,Q-Complex I,0,10.185022617964284,4546.0,0,0,107.69959148104277
Sun,0,0,VIP,Sunny,30.74790809048044,15.0,Special Entry,0,7.431771916071194,4516.0,1,0,81.84013004725264
Mon,0,0,₹300,Rainy,20.96251490013615,,Special Entry,0,6.191553419249627,1857.0,0,0,35.83390090751731
Sun,0,0,Senior,Sunny,34.55121574231539,7.0,Special Entry,0,9.796967986138643,1354.0,1,0,38.67952061487409
Sat,1,0,Senior,Sunny,29.555079228342507,6.0,,0,7.24498185074891,5406.0,1,0,84.10838515119917
Tue,0,0,VIP,Sunny,25.522144901375768,5.0,Q-Complex II,1,10.529651767583472,2362.0,0,0,51.78427355226041
Mon,0,0,₹300,Cloudy,28.57362384428522,4.0,Special Entry,0,8.150713449040252,2862.0,0,1,54.037554578822245
Thu,0,0,Senior,Sunny,35.25863540163257,4.0,Vaikuntam,0,11.558625669696045,3254.0,0,0,61.658241862545175
Thu,0,0,₹300,Sunny,33.86905417513286,5.0,Q-Complex II,0,5.281201578365598,3014.0,0,1,48.57506601101271
Sat,0,1,Free,Rainy,24.313670754238828,10.0,Vaikuntam,0,12.090112290462411,3270.0,1,0,75.35960015045481
Thu,0,0,Senior,,36.08971353126638,10.0,Vaikuntam,0,7.434811705454007,3885.0,0,1,70.03373157598
Thu,0,0,VIP,Sunny,30.430317059649738,5.0,Vaikuntam,0,8.847555705287954,3389.0,0,0,53.724122766739285
Fri,0,1,₹300,Sunny,35.219569650206985,20.0,Vaikuntam,0,11.88808429629817,4574.0,0,0,120.79001531968568
Mon,0,0,Senior,Sunny,27.190183033139093,3.0,Q-Complex II,0,,2344.0,0,0,40.86888011413691
Tue,0,0,Free,Sunny,30.290573805440363,10.0,Q-Complex II,0,7.386930741976479,3266.0,0,1,62.39586001286392
Wed,1,0,Free,Cloudy,24.0570678662901,13.0,Q-Complex II,0,5.452438842218685,3312.0,0,0,79.07038123054471
Fri,0,0,Senior,Sunny,35.98921460265871,11.0,Q-Complex II,0,7.270982744633524,3804.0,0,0,67.04687404699563
Tue,0,0,₹300,Sunny,24.759316699480223,6.0,Vaikuntam,0,11.234648288741907,3904.0,0,0,62.42868396373166
Fri,0,0,Free,Cloudy,24.418461831233763,8.0,Vaikuntam,0,3.8278096153621775,3750.0,0,0,57.3477270234826
Fri,1,0,₹300,Sunny,29.450034740378264,10.0,Q-Complex II,0,8.425008884184322,2820.0,0,0,59.44649549511877
Sun,0,0,Senior,Sunny,30.589405706197475,8.0,Q-Complex II,0,9.727214590399399,2616.0,1,0,60.03380717760746
Thu,0,0,Free,Sunny,32.86137597583151,5.0,Q-Complex II,0,4.691288209903732,2129.0,0,0,49.988153158078624
Fri,0,1,₹300,Sunny,26.158952836612244,18.0,Special Entry,0,12.856468428949382,5660.0,0,0,117.06473172690731
Mon,0,0,VIP,Rainy,22.772918191989923,13.0,Q-Complex II,0,6.845034451336228,3146.0,0,0,55.03637324524061
Sun,1,0,₹300,Sunny,33.00995329448841,12.0,Q-Complex II,0,7.787617675982529,4145.0,1,0,82.70971256440278
Sun,1,0,VIP,Sunny,35.84008524578297,9.0,Q-Complex II,0,7.556604103126355,4958.0,1,0,81.70889597659024
Fri,0,1,₹300,Cloudy,26.0582345235836,,Vaikuntam,0,7.7810489103205125,5971.0,0,0,120.01990082794113
Mon,0,0,VIP,Cloudy,22.090603164580493,4.0,Special Entry,0,8.13638863460958,3328.0,0,0,53.26185194938833
Fri,0,0,Free,Sunny,38.85421133417526,9.0,Vaikuntam,0,7.670321133070235,2223.0,0,0,51.59992493430298
Tue,0,0,₹300,Cloudy,33.617265127979806,10.0,Special Entry,0,7.4904716957884725,1818.0,0,0,43.119015897973156
Sun,1,0,Senior,Cloudy,28.76292290642846,10.0,Q-Complex II,0,7.41628352656528,3856.0,1,0,77.87193665450704
Sat,0,0,VIP,Sunny,28.24084982108358,10.0,Q-Complex II,0,4.263501510037969,2771.0,1,0,48.25883102858157
Thu,0,0,VIP,Cloudy,26.314068011334548,5.0,Vaikuntam,0,9.544397108500196,1306.0,0,0,38.83396635159248
Tue,0,0,₹300,Cloudy,28.18484641468367,8.0,Special Entry,0,8.497872227611854,2651.0,0,1,53.61786095109093
Sun,1,0,Free,Sunny,36.25480244716774,10.0,Vaikuntam,0,2.7443085561329568,3585.0,1,0,63.90312290575901
Sun,0,0,₹300,Cloudy,26.580581707703136,9.0,Q-Complex I,0,4.949449138660598,1484.0,1,1,46.989255770763876
Thu,0,0,₹300,Sunny,,5.0,Q-Complex I,0,1.7997585996020335,3747.0,0,0,51.43702080809944
Tue,0,0,VIP,Rainy,26.532960215899248,11.0,Q-Complex II,0,10.93940535810224,3311.0,0,0,66.42384327996002
Sat,0,0,Free,Cloudy,30.482847012420713,8.0,Vaikuntam,0,4.146575388466738,1359.0,1,1,48.47144939284427
Thu,0,0,Free,Sunny,31.174841587967936,8.0,Q-Complex II,0,9.445615844266817,2429.0,0,1,60.86713688299249
Sat,0,0,Free,Sunny,34.998524174373934,8.0,Q-Complex I,0,8.753081024584606,2850.0,1,0,52.11371537960679
Sat,0,0,Free,Sunny,28.75579659191093,10.0,Special Entry,0,6.4983326563775385,2336.0,1,1,62.81618774864303
Sat,0,0,Senior,Rainy,24.444760858162507,8.0,Special Entry,0,8.267293928142776,2245.0,1,0,42.52807744803
Thu,0,0,Senior,Sunny,34.97947477515176,4.0,Special Entry,1,5.932310712370163,2959.0,0,0,65.88085520417961
Mon,0,0,Senior,Cloudy,29.164207604105453,11.0,Q-Complex II,0,4.3605183639320115,2319.0,0,0,45.90656738204509
Tue,0,0,Senior,Sunny,26.711056186578777,12.0,Q-Complex I,0,8.664539177148416,2782.0,0,0,55.61058478915922
Wed,0,0,Free,Sunny,27.293946980881007,6.0,Q-Complex I,0,5.932912748353837,2940.0,0,0,49.050900424244915
Mon,0,0,VIP,Sunny,21.480742870278554,11.0,Special Entry,0,5.531520104616716,2163.0,0,0,48.11693031776235
Tue,0,0,Free,Sunny,31.993034167046734,6.0,Q-Complex I,0,7.085394548916888,2159.0,0,1,45.188933200303424
Wed,0,0,Senior,Cloudy,25.42028615871081,9.0,Special Entry,0,8.58652499191006,2983.0,0,0,59.61737854632329
Sat,0,0,₹300,Cloudy,29.157355622571938,6.0,Special Entry,0,6.659552416057641,4464.0,1,0,65.76553085850703
Tue,0,1,Free,Sunny,29.581637469988074,22.0,Q-Complex II,0,8.908894794526226,3126.0,0,1,105.66725468121587
Tue,0,0,Senior,Cloudy,30.253342012235624,10.0,Vaikuntam,0,6.130346417464527,3146.0,0,0,51.968328938763165
Sat,0,0,VIP,Sunny,32.30100670341737,10.0,Q-Complex I,0,9.358526317158459,2955.0,1,0,58.51557233731436
Mon,1,0,Senior,Sunny,35.421925409368455,15.0,Special Entry,0,2.0466368879399557,2934.0,0,0,75.92645785068667
Tue,0,1,Free,Sunny,25.22945731594728,19.0,Special Entry,0,10.199115195199933,4517.0,0,0,106.23690937958706
Mon,0,0,VIP,Cloudy,27.07230399154551,5.0,Special Entry,0,6.640487733847185,3131.0,0,0,44.2371919049853
Tue,0,0,Free,Sunny,34.229561642615614,6.0,Q-Complex II,0,6.706086449125609,2840.0,0,0,50.82873449063262
Sat,0,1,VIP,Rainy,29.305812443435048,15.0,Special Entry,0,8.51004246502989,5246.0,1,0,99.27520221091322
Sun,0,0,Free,Sunny,23.843950437994234,3.0,Special Entry,0,9.014235646824746,3026.0,1,0,45.40677154370127
Thu,0,0,Senior,Cloudy,25.209832230099543,3.0,Vaikuntam,0,3.762354856027119,2526.0,0,0,33.88571691945544
Mon,1,0,Senior,Sunny,26.291873474187717,15.0,Special Entry,0,10.12470901874646,3977.0,0,1,103.92972521250921
Wed,0,1,₹300,Sunny,19.21238312286394,29.0,Vaikuntam,0,13.209470024589706,5182.0,0,0,125.80617416617324
Thu,0,1,Senior,Sunny,32.4834711698841,19.0,Vaikuntam,0,8.017331215531499,3948.0,0,1,106.82003809604183
Fri,1,0,Free,Sunny,30.22877565077035,16.0,Q-Complex I,0,4.320964152869926,4469.0,0,0,89.27576960244298
Mon,0,1,VIP,Cloudy,32.37183644358667,21.0,Special Entry,0,11.940925273813333,5802.0,0,0,118.47993291229245
Sun,0,0,₹300,Sunny,32.450172364371845,5.0,Special Entry,1,9.325296117372385,3047.0,1,0,63.932539829798046
Sun,0,0,Senior,Rainy,30.740652125757364,5.0,Special Entry,0,8.79660509937807,4481.0,1,0,62.122330630718224
Fri,0,0,₹300,Sunny,33.62221743315381,9.0,Q-Complex I,0,10.61133775623253,2805.0,0,0,61.66152498536209
Thu,0,0,Free,Sunny,32.048066297433905,3.0,Q-Complex II,0,8.866845908951728,2994.0,0,0,40.936388500852864
Mon,0,0,Senior,Sunny,29.135090433131552,8.0,Q-Complex II,0,4.917094096450363,2775.0,0,1,55.58695637786058
Tue,0,0,₹300,Sunny,25.281541304322154,7.0,Special Entry,0,2.363599818502302,3360.0,0,0,47.01570483882166
Mon,0,0,Senior,Sunny,32.10532337200422,7.0,Q-Complex II,1,7.804703976908683,3513.0,0,0,70.01922937110972
Sun,0,0,VIP,Sunny,29.100261511115008,8.0,Q-Complex I,0,5.695466993793371,2244.0,1,1,57.414886947250324
Mon,1,1,Senior,Sunny,30.622909131076135,23.0,Vaikuntam,0,10.362922126961276,7226.0,0,0,144.64781280476942
Sun,0,0,VIP,Sunny,36.189190135702184,10.0,Q-Complex I,0,6.841247719959376,2756.0,1,0,57.503752215455194
Sun,0,0,Senior,Sunny,26.45975061793085,11.0,Q-Complex II,0,5.951284874818455,2425.0,1,0,56.11861311644213
Tue,0,0,Free,Rainy,28.84934106725347,3.0,Q-Complex I,0,8.162291114017346,4708.0,0,0,59.559566507971795
Sun,0,0,VIP,Cloudy,24.94421039102259,8.0,Vaikuntam,0,5.539976954271028,3042.0,1,0,50.97247719992771
Thu,1,0,VIP,Sunny,23.914309794224625,11.0,Special Entry,0,4.540233769426919,3369.0,0,1,72.94055045938237
Fri,0,1,Senior,Sunny,28.108660819287003,16.0,Vaikuntam,0,5.64890244602486,3971.0,0,0,85.79229808188673
Thu,0,0,₹300,Cloudy,24.60438137451814,10.0,Special Entry,0,4.382631738021722,3304.0,0,0,60.8761361847649
Mon,0,1,Senior,Cloudy,29.364906530769936,20.0,Vaikuntam,0,10.645052526511934,5106.0,0,0,115.08337479279682
Sat,0,0,₹300,Sunny,32.56476063530501,5.0,Special Entry,0,7.837138652458896,5702.0,1,1,87.43573674830958
Wed,0,0,VIP,Sunny,28.23984285602953,4.0,Vaikuntam,0,6.778320925614543,4415.0,0,0,48.84741527761178
Wed,0,0,VIP,Cloudy,34.2171297664441,11.0,Q-Complex I,0,9.739562203924757,4064.0,0,0,67.9424851154406
Sun,0,0,₹300,Sunny,27.940603086767588,10.0,Special Entry,1,3.4080345308319533,1856.0,1,0,49.86356460471474
Sun,0,0,VIP,Sunny,28.06336331051622,9.0,Special Entry,0,8.564266028407886,3420.0,1,1,58.821608716019455
Fri,1,0,Free,Sunny,29.88952520345393,12.0,Q-Complex II,0,7.070544385290607,3488.0,0,1,78.54920908638714
Sun,0,0,Senior,Cloudy,28.739035251153766,,Vaikuntam,0,6.266527842965956,2758.0,1,1,66.05468912179133
Sun,0,1,Free,Sunny,29.40803290044311,14.0,Q-Complex II,0,10.516183953202672,2343.0,1,1,78.9950741216745
Mon,0,0,VIP,Cloudy,27.919891212625902,8.0,Special Entry,0,4.060747897706973,3271.0,0,0,47.456034246791134
Tue,1,0,Free,Sunny,34.84437382892833,9.0,Q-Complex II,0,3.65383197498852,4295.0,0,0,61.7401843589752
Sun,0,0,Free,Sunny,28.0326273559661,9.0,Special Entry,0,6.236457606651914,2848.0,1,0,59.06239390090787
Mon,1,0,VIP,Cloudy,26.142392874360358,13.0,Vaikuntam,0,9.847797874493702,3084.0,0,0,75.03547948992852
Wed,0,0,Senior,Sunny,21.46895059170774,12.0,Q-Complex I,1,4.79734674246058,2619.0,0,0,66.66818122833212
Sat,0,0,Free,Sunny,32.61308910964348,14.0,Special Entry,0,8.02064082488836,2927.0,1,0,70.2450664329101
Fri,0,0,Senior,Sunny,27.72113990853044,10.0,Special Entry,0,7.672525902371791,,0,0,69.52186701918134
Fri,0,0,VIP,Sunny,35.63984986736564,13.0,Vaikuntam,0,7.826963231759124,3094.0,0,0,59.18664235139965
Sat,0,0,Free,Sunny,30.869485992362574,5.0,Special Entry,0,2.0756817532299072,3794.0,1,0,48.75024754815935
Mon,0,0,₹300,Cloudy,28.819603431908497,9.0,Q-Complex II,0,6.448035713786501,2753.0,0,0,47.139274016051004
Sun,0,1,₹300,Cloudy,28.09642867315158,18.0,Q-Complex II,0,9.42501803975094,4527.0,1,0,100.09253097025415
Wed,0,0,Senior,Sunny,35.57663388716766,10.0,Q-Complex I,0,3.843419247699179,3367.0,0,0,67.31345684177714
Thu,0,0,₹300,Cloudy,26.602300197457172,8.0,Q-Complex I,1,8.806116333473867,2409.0,0,0,60.7609770743219
Tue,0,0,VIP,Cloudy,28.381172476640938,5.0,Vaikuntam,0,10.111423955832498,2832.0,0,0,51.47388219922289
Sat,1,0,VIP,Sunny,30.66757876633358,13.0,Special Entry,0,9.193341774992259,4917.0,1,1,102.03898456972546
,1,0,VIP,Sunny,25.176340322136777,16.0,Q-Complex II,0,11.207522953891587,2300.0,1,0,70.75745995481866
Thu,0,0,VIP,Cloudy,25.967882562230212,8.0,Special Entry,0,8.629748235749538,3406.0,0,1,73.54082694710561
Fri,0,0,Free,Sunny,24.546527055180242,6.0,Vaikuntam,0,7.015346386643013,2116.0,0,0,35.385707189166666
Fri,0,0,VIP,Sunny,34.92428369551486,11.0,Q-Complex I,0,9.900438747667417,3343.0,0,0,58.05020628093525
Thu,0,0,Free,Sunny,31.102660951990316,13.0,Vaikuntam,0,7.2673110021124945,2322.0,0,0,65.20782692444239
Sat,0,0,VIP,Cloudy,20.775107138640415,6.0,Vaikuntam,0,4.362665543942683,3282.0,1,0,42.498786152566446
Sat,0,0,VIP,Sunny,27.908665076444144,7.0,Q-Complex II,0,6.772006894320747,2144.0,1,0,41.07861800884055
Mon,0,0,Senior,Cloudy,31.492264265328398,4.0,Q-Complex II,0,8.21796889298487,3517.0,0,0,58.76045573083745
Sat,0,0,Free,Cloudy,33.3977700225553,11.0,Vaikuntam,0,5.442620073749877,1459.0,1,0,45.66823248117735
Wed,1,0,Senior,Sunny,29.35251440302746,16.0,Q-Complex I,0,9.096803746283253,3721.0,0,0,82.09532516243291
Fri,1,0,₹300,Sunny,24.065719086314186,11.0,Q-Complex II,0,2.7403796322802663,3475.0,0,0,73.04853700298553
Sat,0,0,Senior,Rainy,27.450064901127067,9.0,Vaikuntam,0,9.247797733782678,2999.0,1,0,57.40851720048373
Fri,0,0,VIP,Cloudy,34.68340211777464,14.0,Q-Complex II,0,11.409701444156303,4142.0,0,0,78.02637634235299
Wed,0,0,Free,Sunny,26.527072242575876,6.0,Vaikuntam,0,8.643842964831801,1844.0,0,0,39.18029736670152
Sat,0,1,₹300,Rainy,30.39953309421388,23.0,Vaikuntam,0,9.811650430541402,5478.0,1,0,115.71398575246825
Sat,0,0,Free,Sunny,29.824182431143136,11.0,Q-Complex II,0,7.40138825048585,2810.0,1,0,62.64118326177484
Sat,0,0,VIP,Sunny,36.43035283710737,8.0,Vaikuntam,0,8.77301760415105,2504.0,1,0,51.90974797245777
Wed,0,0,VIP,Sunny,30.220841514867057,4.0,,0,6.38938169296287,2734.0,0,1,52.131193322778024
Sun,0,0,Free,Sunny,28.605407447202655,6.0,Q-Complex I,0,6.5543567716265505,3215.0,1,0,45.563947972410695
Thu,0,0,₹300,Sunny,21.923690908190395,7.0,Special Entry,0,5.045855707717198,3861.0,0,1,68.54580260573371
Fri,0,0,VIP,Sunny,26.584965749590733,8.0,Q-Complex II,0,7.519191293397908,2602.0,0,0,49.90862597402067
Tue,0,0,₹300,Sunny,34.33966938970701,8.0,Special Entry,0,4.303104501937784,2245.0,0,1,48.12582826144249
Tue,0,1,VIP,Cloudy,25.43555338338892,21.0,Q-Complex II,0,13.31773938891066,5274.0,0,1,124.8226103874174
Sun,1,0,Free,Sunny,39.07110325270026,10.0,Q-Complex II,0,7.087816603754313,3459.0,1,0,60.05013468022159
Wed,0,0,Free,Sunny,27.67484841807244,5.0,Vaikuntam,0,6.018102100536267,3189.0,0,0,47.39692877960838
Tue,0,0,₹300,Sunny,27.699610800217904,4.0,Q-Complex II,0,7.09292254630838,3308.0,0,0,34.63509407794784
Thu,0,1,Free,Sunny,30.236056766088115,14.0,Special Entry,0,9.245973434026418,5162.0,0,0,91.81196200857161
Sat,0,0,Senior,Sunny,30.787360777109672,8.0,Special Entry,0,4.220096505232353,3900.0,1,0,59.83535043802625
Thu,0,0,Free,Sunny,29.375394333704786,10.0,Q-Complex II,0,5.106034468765303,3012.0,0,0,56.12851474915571
Sat,1,0,VIP,Rainy,28.057118130673928,10.0,Vaikuntam,0,5.962265664093958,4015.0,1,0,71.50599162981332
Sun,0,0,₹300,Sunny,32.99092043823597,10.0,Q-Complex I,0,5.941308952661338,1712.0,1,0,49.38638012301983
Sat,0,0,₹300,,37.93905117249431,19.0,Vaikuntam,0,4.859063513959858,1757.0,1,0,59.82390270244548
Wed,0,0,₹300,Sunny,33.69371525101477,5.0,Vaikuntam,0,7.32358308120544,3607.0,0,0,49.455825736389336
Tue,0,0,Free,Cloudy,29.176065597226525,10.0,Vaikuntam,0,3.9936898608007962,2354.0,0,0,47.244359064729096
Wed,0,0,Senior,Cloudy,26.56644812729072,5.0,Vaikuntam,0,9.279608432500972,4076.0,0,0,57.030122627837905
Thu,1,0,₹300,Sunny,33.87240315549609,5.0,Special Entry,0,6.328888213697395,3880.0,0,0,68.69035046315604
Wed,0,0,₹300,Sunny,36.98465810706752,9.0,Special Entry,0,9.075433231342235,3135.0,0,0,60.8352723666067
Mon,0,0,₹300,Sunny,28.81736402715427,12.0,Q-Complex II,0,8.704579378905624,2218.0,0,0,49.10913050306553
Tue,0,0,Free,Sunny,29.589627611742372,8.0,Q-Complex II,0,8.401944645407932,3084.0,0,0,58.78090271618302
Mon,0,0,VIP,Cloudy,31.20727716080421,6.0,Q-Complex I,0,4.009467879997151,3040.0,0,0,40.26772405380763
Thu,0,0,VIP,Cloudy,20.270511650016765,9.0,Q-Complex I,0,6.34040348590832,1993.0,0,1,55.18321843938503
Fri,0,0,Free,Cloudy,29.812158626288237,8.0,Q-Complex I,0,9.14623605359875,3264.0,0,1,76.18015509053302
Mon,0,0,Free,Sunny,33.0331461414225,10.0,Special Entry,0,4.429554426291581,2697.0,0,0,57.72854984812331
Mon,0,0,VIP,Sunny,31.20808260175848,13.0,Q-Complex II,0,7.254347838388571,2487.0,0,0,46.995681151444124
Tue,0,1,Free,Sunny,35.01972117627153,18.0,Q-Complex I,0,9.214397966237716,5192.0,0,0,116.32893078778524
Sat,0,0,VIP,Cloudy,29.811497307179565,7.0,Q-Complex II,0,6.467574099187017,3925.0,1,0,66.59146054379178
Thu,0,0,Free,Sunny,23.210640509352306,9.0,Q-Complex I,0,6.821328269057908,2443.0,0,0,44.97459329036157
Wed,0,0,Free,Cloudy,27.356380246893604,12.0,Special Entry,0,4.623230658519859,2734.0,0,0,52.900476146749554
Tue,0,0,₹300,Cloudy,28.28569992174722,8.0,Q-Complex II,0,6.573476111974038,3070.0,0,1,65.44658815488376
Wed,0,0,Senior,Sunny,33.72797319701658,12.0,Q-Complex I,0,9.083465705309195,3498.0,0,0,72.18024985269506
Fri,0,0,Senior,Rainy,25.312103176458308,6.0,Special Entry,0,5.1206293676373935,2797.0,0,0,53.18396959868052
Wed,1,0,₹300,Sunny,32.95693605420014,9.0,Q-Complex I,0,7.943739895753351,4605.0,0,0,76.36603410087814
Mon,0,0,Senior,Sunny,31.831412952550583,7.0,Q-Complex I,0,6.909911043089693,3074.0,0,0,49.83033192224458
Sun,0,0,Free,Cloudy,30.08317722277101,7.0,Q-Complex I,0,6.014230175232563,3627.0,1,0,60.177094661621815
Wed,1,0,₹300,Sunny,32.17932275683878,9.0,Vaikuntam,0,6.608550041832234,3814.0,0,0,68.49468817536537
Wed,1,0,Senior,Sunny,30.69085905013482,11.0,Q-Complex II,0,11.748932566567984,2465.0,0,0,58.44144179643126
Sun,0,0,Free,Cloudy,33.34189559140262,5.0,Vaikuntam,0,5.449241940654787,2420.0,1,0,47.218213216310005
Sun,0,0,VIP,Sunny,30.199133334033377,11.0,Q-Complex I,0,8.366829347120062,2959.0,1,1,67.23891862938602
Mon,0,0,Free,Sunny,26.114810461579097,2.0,Q-Complex II,0,8.72878299481333,2427.0,0,0,37.42401229581424
Sat,0,0,₹300,Sunny,34.76661356376202,9.0,Special Entry,1,11.295569654481024,3235.0,1,0,73.4113881336429
Fri,0,0,VIP,Cloudy,21.682988090270012,8.0,Q-Complex I,0,6.195823146504298,2986.0,0,0,46.76304293478285
Wed,0,0,VIP,Sunny,27.137328344611078,5.0,Special Entry,0,6.676270469284539,2322.0,0,0,47.06264332241893
Thu,0,1,Senior,Sunny,32.40436516670694,11.0,Special Entry,0,12.752463941271145,3706.0,0,0,83.8428218510714
Sat,0,0,Senior,Cloudy,23.751038730626863,11.0,Q-Complex II,0,6.728253903272408,2566.0,1,0,56.50284970440867
Mon,0,0,₹300,Cloudy,24.96614430827654,6.0,Q-Complex I,0,5.0411685235696915,2375.0,0,0,41.378756619360175
Sun,1,0,₹300,Sunny,25.85951400574151,13.0,Special Entry,0,4.665631492304676,4002.0,1,0,76.0613341906825
Sun,0,0,Senior,Sunny,33.55983876264613,8.0,Special Entry,0,4.983645041230367,2831.0,1,0,46.71952555942673
Sun,0,0,VIP,Cloudy,26.70526898383525,8.0,Q-Complex II,0,6.466905391438505,3406.0,1,1,58.57267610714503
Thu,0,0,Senior,Sunny,29.95335565583017,6.0,Special Entry,0,6.917904418720466,2943.0,0,0,46.55691446228158
Thu,0,0,Free,Sunny,33.13330012245739,7.0,Vaikuntam,0,6.300059839297423,2732.0,0,0,43.739182014807994
,0,0,₹300,Rainy,25.613384361527437,8.0,Vaikuntam,0,10.225560465394079,4173.0,0,1,73.97249761725418
Fri,0,1,Free,Sunny,38.623152937450676,23.0,Q-Complex II,0,10.218653965924899,4706.0,0,0,111.54433402630185
Thu,1,0,VIP,Cloudy,29.549867171053684,11.0,Special Entry,0,11.370053857288859,2777.0,0,1,86.92598701917264
Tue,0,1,Free,Sunny,31.078577823843386,21.0,Q-Complex II,0,9.733782272965273,4613.0,0,1,117.7213366504133
Fri,0,0,Senior,Cloudy,28.144264241529292,6.0,Q-Complex II,1,5.564247280841742,2990.0,0,0,65.01808022381131
Mon,0,0,Senior,Sunny,31.095785529797045,12.0,Vaikuntam,0,9.77391978054656,4087.0,0,1,77.81286182603543
Wed,0,0,Free,Sunny,34.07472854754688,9.0,Special Entry,0,8.578242046980401,2706.0,0,0,50.46171519887208
Thu,0,0,₹300,Sunny,30.613566060572513,8.0,Special Entry,0,6.636581215946395,2345.0,0,1,52.0641975255884
Sun,0,0,,Sunny,35.15490823776873,13.0,Special Entry,0,7.403059211565004,2735.0,1,0,50.61169400867105
Thu,0,0,VIP,Sunny,25.45404231723503,11.0,Special Entry,0,5.9523136593732096,3796.0,0,0,66.27268062005548
Sat,1,0,Free,Sunny,31.637572791104887,19.0,Special Entry,0,7.182543796335146,1891.0,1,0,67.64569246521089
Mon,1,0,Free,Cloudy,22.55990569475762,13.0,Vaikuntam,0,6.574280234487265,3197.0,0,1,89.3442565872995
Fri,1,0,₹300,Cloudy,20.968850304231708,14.0,Special Entry,0,8.141169400239718,3956.0,0,0,83.22203399644819
Wed,0,0,VIP,Cloudy,21.80319021940865,12.0,Q-Complex II,0,10.008425801370459,2054.0,0,1,65.64907173880934
Sun,1,0,Senior,Sunny,28.168756796013273,15.0,Special Entry,0,6.134584744125828,4928.0,1,0,100.22338931082695
Sat,0,1,VIP,Cloudy,35.26778330082347,22.0,Q-Complex I,1,10.646083247574758,4876.0,1,0,130.0002184654724
Mon,0,1,₹300,Sunny,30.978453973543647,17.0,Vaikuntam,0,8.094693541201057,5319.0,0,1,111.88086130830591
Sun,0,0,VIP,Sunny,25.41307730708749,5.0,Vaikuntam,0,4.760883251056892,2218.0,1,0,41.817561925500684
Sat,0,0,Free,Sunny,30.67187745476337,10.0,Q-Complex II,0,8.486727123013829,2315.0,1,0,50.699780526231294
Thu,0,1,₹300,Cloudy,26.4463550360449,17.0,Special Entry,0,10.445432125201929,4010.0,0,0,96.50762064558306
Mon,1,0,VIP,Cloudy,23.48659464995689,12.0,Q-Complex II,0,9.527078021593017,4985.0,0,0,94.11931726501514
Mon,0,0,Senior,Sunny,32.836645263914235,8.0,Q-Complex II,0,4.799715167457928,2188.0,0,1,49.68320122433929
Sat,0,0,VIP,Sunny,26.482000148867336,10.0,Special Entry,0,5.506677127158607,4449.0,1,1,74.02716492616086
Mon,0,0,Free,Cloudy,28.0419519306955,11.0,Special Entry,0,4.1998869256732405,4058.0,0,1,80.45609414712135
Thu,0,1,₹300,Rainy,20.90714890434641,18.0,Q-Complex I,0,7.364400495782053,5724.0,0,0,114.77610160156759
Fri,0,0,Free,Sunny,26.893158032858935,4.0,,1,7.340830835186224,3096.0,0,0,58.10550417102615
